,reviewer_id,store_name,category,store_address,latitude ,longitude,rating_count,review_time,review,rating
31158,31159,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",2 months ago,I am changing my review from 1 star to 5 stars after my recent two visits (Mar. 2023). This McDonald's has gone through a major overhaul. Newly remodeled inside and out including employees.  Employees are very polite and welcoming even asked how my day was going and talked about the weather. ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,5 stars
20105,20106,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",3 years ago,Terrible,1 star
11084,11085,McDonald's,Fast food restaurant,"1650 Washington Ave, Miami Beach, FL 33139, United States",25.7902955,-80.1320774,"4,922",2 years ago,The least expensive meal we have had in South Beach...I enjoyed every bite of it!!!,5 stars
15869,15870,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",5 years ago,Very good experience for kids. It is also clean.,5 stars
14625,14626,McDonald's,Fast food restaurant,"25200 I-10 Lot 2, San Antonio, TX 78257, United States",29.6762669,-98.6345801,"1,460",4 years ago,Great,5 stars
25657,25658,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,657",3 years ago,We are relying on the workers to take the orders correctly.  Thanks for coffe with no cream or equal.,1 star
12579,12580,McDonald's,Fast food restaurant,"501 W Imperial Hwy, Los Angeles, CA 90044, United States",33.9312613,-118.2829548,"2,722",5 years ago,"Slow service because there is few people working there at 8 in the morning. Janitor was nice to let us into the restrooms that require a keycode. It was mostly empty in the dining area, the line and the parking lot. There was however a very long drive-thru line.",4 stars
15422,15423,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",2 months ago,They always Getting orders wrong more than 8 times.,1 star
17139,17140,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",3 years ago,Excellent ,5 stars
25243,25244,McDonald's,Fast food restaurant,"7010 Bradlick Shopping Center, Annandale, VA 22003, United States",38.8128231,-77.1850548,595,a year ago,Good ,4 stars
13472,13473,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,380",3 years ago,They give your order to other people they are so rude after the fact,1 star
27946,27947,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",3 years ago,"Waited in the drive thru for literally an hour. If we weren't trapped in line and had been able to leave we would have. They didn't give us any napkins and got our order wrong. The cashier said it's ""always like this"". Absolutely not acceptable. Especially for a McDonald's. Did they forget what FAST food means!?",2 stars
16057,16058,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",a year ago,"It's 4:42 am and it's closed, there's no one",1 star
3699,3700,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,Good food,5 stars
8673,8674,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",5 years ago,"Newly remodeled, very clean for now. Service was pretty decent, I would say slightly better than average as far as McDonald's is concerned. I love using the app to place mobile orders, much easier that way especially during the lunch rush. Food was, well, it's McDonald's. Pretty average food too.",4 stars
30324,30325,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",6 years ago,Stopped in to get breakfast and there was mold on my bagel and the oil must haven't been changed in a while because the hash browns tasted like old oil instead of hash browns. Never will stop there again.,1 star
8875,8876,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",2 years ago,Great customer service. Even with it being lunch hour downtown. Worker's were cordial and efficient at getting the job done. Literally were in and out.,4 stars
9533,9534,McDonald's,Fast food restaurant,"1916 M St NW, Washington, DC 20036, United States",38.9054561,-77.0442355,"1,269",4 years ago,We bought 8 dollar menu burgers and snuck them into our hotel and ate them in bed solid 5/7,5 stars
3458,3459,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Cold and old food!,1 star
28927,28928,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",4 years ago,I have never had an order wrong here. Service is usually great.,5 stars
17114,17115,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",3 years ago,Poor ,2 stars
3126,3127,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",2 years ago,Over crowed security want u to stand where there is no space never enough workers the attitudes from the guy in the blue uniform horrible no manners a whole jerk I come everyday spending $28 drinks done b4 food why the doorman is the greatest,2 stars
24131,24132,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,466",2 weeks ago,"They would do a lot better if they didn't park every car in the drive thru. I know they do this just to make their drive thru time look better to the higher-ups, but it absolutely ridiculous . Simply process your orders faster and give customers their order. Every time I've been parked, I've ended up waiting 5-10 minutes! When I'm only ordering 1 or 2 combos, it makes it a little asinine.",3 stars
268,269,McDonald's,Fast food restaurant,"13749 US-183 Hwy, Austin, TX 78750, United States",30.4607176,-97.7928744,"1,240",2 years ago,No line. Ordered a sweet tea. It was a lil weak.,4 stars
19417,19418,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",3 years ago,They are very rude. I bought a hamburger with hair on it. A lot of teenagers with no educations. DRIVE THRU VERY VERY SLOW.  .,1 star
8640,8641,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",7 years ago,"I come here quite often, and for the most part, it's a normal McDonald's. There is one manager here that frequently yells at his employees for no reason at all, IN FRONT OF THE CUSTOMERS! I honestly feel bad that they have to be treated like that because apparently the manager doesn't understand that places get busy and there will be a wait a bit longer than usual. This location always has homeless people standing/sitting at each exit of the parking lot. One hot, summer day, I was leaving this McDonald's and made the mistake of putting down my windows down before leaving the parking lot. I was stopped by one homeless man and he asked for money, and usually I don't carry cash, but I happened to have a couple quarters in my car, so I gave them to him and he thanked me for helping him and his brother out. I pulled forward a bit more, and his brother stood up, walked over to my car, and I thought he was just going to thank me for the money, but nope! He literally started climbing inside my car to get some food from the passenger seat. He was grabbing me, and had his hands on my steering wheel and I started driving away to get him to stop after offering him some more quarters so he could buy his own food, and he kept yelling at me saying that he wanted the food I had. In the end, I left being robbed of the few bucks I had in coins in my car, and feeling very much violated. Again, this could have been avoided by having my windows up, but I thought it would be worth including that experience in my review. Really not a bad place, but definitely not the best.",3 stars
20517,20518,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,2 years ago,This is one of the worst McDonald's in the area very very poor customer service,1 star
31293,31294,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",a year ago,I am really surprised that McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s refused service for food at 4:00 am when we were starving and reached there for food. The lady at the dr,1 star
20577,20578,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,4 years ago,I love their menu..affordable!!,5 stars
19934,19935,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",2 years ago,Good ,4 stars
22851,22852,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",a year ago,I ordered the 2 for 4.49 crispy chicken biscuits for breakfast and they gave me the 2 for 3 mc chicken sandwich and then when I asked the manager Monica.why was i charged so much for sandwiches I didn't order she told me that she was short-staffed and didn't have time to fix it and gave me an attitude.,1 star
3781,3782,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Well,4 stars
30322,30323,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",3 years ago,"Worst McDonald's experience  ever.  Silent 25 mins in drive thru.  When ordering we were advised could not sub drink in meal with McFlurry and had to purchase separately.  When finally making to window to pay, they couldn't 'find' my order.  For this to be in a Prime location in Orlando,  they completely failed the meaning of fast food.",1 star
11144,11145,McDonald's,Fast food restaurant,"1650 Washington Ave, Miami Beach, FL 33139, United States",25.7902955,-80.1320774,"4,922",3 years ago,"Very disorganized, I was given the wrong order, then given an incomplete order after. Only plus side to this McDonald's is the cheap food.",2 stars
26768,26769,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,794",5 years ago,"Small and cramped inside always seems busy. Parking lot is small too, but drive through delivers standard menu mostly reliably. Easy access to freeway at this location too.",3 stars
7792,7793,McDonald's,Fast food restaurant,"11382 US-441, Orlando, FL 32837, United States",28.3999863,-81.4051029,"1,861",4 years ago,They got mostly all the orders wrong and also had a few customers including myself waiting more than 10 minutes,2 stars
3471,3472,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Good food!,4 stars
573,574,McDonald's,Fast food restaurant,"13749 US-183 Hwy, Austin, TX 78750, United States",30.4607176,-97.7928744,"1,240",3 years ago,Excellent place! careful attention!,5 stars
19620,19621,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",4 years ago,Black Tea is awesome,4 stars
19978,19979,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",6 years ago,Good ,4 stars
20902,20903,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,3 years ago,Excellent ,5 stars
23308,23309,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",5 years ago,Because we had a big order they kept giving our food to other people who had smaller orders. People who ordered after us had already eaten and left by the time we got our food.,1 star
27077,27078,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,794",3 years ago,Order fresh chicken hot and fresh ï¿½ï¿½ï¿,3 stars
25357,25358,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,657",a month ago,Apparently when ordering counter pickup after 9 or 10 they don't allow you to and gotta go through drive-through,1 star
8213,8214,McDonald's,Fast food restaurant,"11382 US-441, Orlando, FL 32837, United States",28.3999863,-81.4051029,"1,861",3 years ago,This food will kill you,2 stars
19564,19565,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",5 years ago,Beautiful place inside and outside.,5 stars
18785,18786,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,4 years ago,Neutral,3 stars
2881,2882,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",6 months ago,Neutral,3 stars
16996,16997,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",5 months ago,Very dirty everything and little staff,4 stars
23166,23167,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",7 years ago,I work at Ponderosa Steakhouse next door to this McDonalds. I have visited this location many times. When there is no business and its slow the workers just stand around talking like nothing going on. I've tried to place my order many times in hopes that I'd receive my food fast enough to get my food and head to work next door before I have to clock in and start my shift. The management is slow and doesn't help out as I figured they wouldn't. My mother went here as well after dropping my off at work to only experience this as well. Many people have to wait foreverrrrr just to get a simple order. The last time I went I just ordered an ice coffee French vanilla and instead of handing me the ice coffee they placed it besides a counter and made me wait 12 minutes for it. I didn't ask anyone this time because im just feed up with this location. If you want McDonalds DO NOT! and I repeat DO NOT VISIT THIS LOCATION!!! They care more about drivethrew then there customers eating inside or taking it to go!!!!!! I'd rare this place 0 if I could.,1 star
23513,23514,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",4 years ago,Very busy but got our large order right...happy people,4 stars
7844,7845,McDonald's,Fast food restaurant,"11382 US-441, Orlando, FL 32837, United States",28.3999863,-81.4051029,"1,861",3 years ago,If I could give zero stars I would there lazy to make guava pies I ordered 3 and they gave me 2 I paid for 3! Then they said itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s 12 mins to wait thatï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s fi,1 star
28340,28341,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",8 months ago,Great service. Super fast,5 stars
6099,6100,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",5 months ago,"Horrible! People around food coughing! I got a refund, asap! Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½m not getting sick for no one! How you giving out the food in the front coughing without covering your mouth? Cough just spreading. You can not make this up! Make it make sense! What sad is that people need to do better. If this was my business it is no way I would want anyone in my establishments like this. Whatï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s the point of having a mask on if it is on your chin. Than you have the other woman, she had her mask on but she kept coughing every other minute. Sounding like she coughing up a lung. All I wa",1 star
532,533,McDonald's,Fast food restaurant,"13749 US-183 Hwy, Austin, TX 78750, United States",30.4607176,-97.7928744,"1,240",4 years ago,decent breakfast,5 stars
28745,28746,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",2 years ago,"I live close so I frequent this location. They almost always get my very simple order wrong and they can't even use the most basic forms of respect such as speaking to a customer. They just take the card, hand it back(most of the times without the receipt) and at the next window hand you your incorrect order without so much as a word. Head a few miles down A1A and get much better service with a friendlier staff.",1 star
32695,32696,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",3 years ago,"ýýý That was the Biggest ,& Most  Prettiest  Ice Cream Cone I've  ever seen/ eaten. ýýýýýýýý Thx Mickey D'sýýýý ýýý",4 stars
15895,15896,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",5 years ago,Order was accurate and freshly made,5 stars
18648,18649,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,3 years ago,Great taste!,5 stars
18134,18135,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,4 years ago,Neutral,3 stars
21980,21981,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",3 years ago,Luke warm burgers,3 stars
11854,11855,McDonald's,Fast food restaurant,"1121 Garnet Ave, San Diego, CA 92109, United States",32.7976607,-117.2494697,"1,159",11 months ago,Neutral,3 stars
16652,16653,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",7 months ago,The service is below zero,1 star
18703,18704,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,4 years ago,Excellent ,5 stars
29446,29447,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",a year ago,Excellent ,5 stars
14538,14539,McDonald's,Fast food restaurant,"25200 I-10 Lot 2, San Antonio, TX 78257, United States",29.6762669,-98.6345801,"1,460",4 years ago,Lol ll,3 stars
17599,17600,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,a year ago,McDonalds food ... What can I say.,5 stars
27671,27672,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,565",3 years ago,"Rude!! They close early without saying anything. They don't close 4 am they close 9. I waited at the drive thru for 15 min no answer , someone was back there just ignore the drive thru.",1 star
28380,28381,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",a year ago,Tortillas stale and why ask if I want sauce if you aren't going to give any? Lol,1 star
22248,22249,McDonald's,Fast food restaurant,2476 Kalï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,,,"2,175",6 months ago,"Wow this is just a scary place , lots of unwell homeless people.  Unkept dirty place. Garbage bins overflowing.",2 stars
1191,1192,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",6 years ago,People work there sucks.,1 star
28811,28812,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",5 years ago,"No matter the time of day, this location always messes up my order, shorts me or makes me wait wayyyy toooo long.  Will not be going back to this location as I have given them way too many chances and for years nothing has change other then worse service.",1 star
13536,13537,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,380",3 years ago,Location is awesome. Public restroom is lifesaver,5 stars
23569,23570,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,617",3 months ago,"Says 24/7. Mobile app allows for drive through order. Lights are all on and drive through speaker is active. But nobody is working. Location is closed, no sign, no disabling online orders, nothing.",1 star
25199,25200,McDonald's,Fast food restaurant,"7010 Bradlick Shopping Center, Annandale, VA 22003, United States",38.8128231,-77.1850548,595,3 years ago,Excellent ,5 stars
16140,16141,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",a year ago,Good ,4 stars
4746,4747,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",11 months ago,For a fast food place the service is slow.,3 stars
1412,1413,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",5 years ago,Excellent ,5 stars
